,y,x1,x2,x3,x4,x5,x6,x7
0,381.0258248588958,0.3744050632634024,1.2713247293059544,2.6074879398526725,4.029922881567639,4.433614142142563,4.350167562195996,6.8796901175559535
1,425.7530122644809,0.40783633074416814,2.0399312491905333,2.9908044845094888,4.159351087162388,4.432831683985094,5.763469221620185,7.175184528127569
2,401.8451166955401,0.2409460123681707,1.6301103478991987,3.088348978576053,3.9027730696446814,3.5765469386843156,5.494402336804325,6.861632881685666
3,459.51434144773754,0.769406293431639,1.8765402354083667,3.256675872352815,4.540104019680774,5.014519817692899,6.60827213862685,6.300952869693189
4,431.13580169016296,0.8225455841299575,1.97776175742709,2.926543376769349,3.972268572037697,4.717172359891898,6.1173322997176145,7.345397481839314
5,464.0044016732988,0.6587309228983471,1.9830556116637827,3.907311322502953,4.201899352538668,4.497987911636197,6.42643809697343,6.39810557372868
6,429.41041243142706,0.17315108051617945,1.9803881960366647,2.9198915646033727,4.246881416664996,5.734219648593658,5.326076529833043,6.223122052217306
7,443.6637318176896,1.6266679734279976,1.9109576220700533,3.5851488841750037,4.08215070571922,4.733329693746267,5.559795891444548,6.875382270135922
8,455.4930160053525,0.33546058541391977,2.8070953140692545,4.277115297986542,3.094078504154697,5.249058466091096,5.471476999253807,7.29995787473905
9,464.87281811190445,1.1390168560114355,1.8208177377928834,3.90333197520512,3.673235461738057,5.095608460962364,6.212582587865253,7.378193738655702
10,446.96599462147105,0.4626167034405624,2.5532422422118253,3.367362803866761,3.541067965617052,4.946646980780918,6.179502011967794,7.957199905093138
11,444.88779019177866,1.334158433370764,2.1035846915048553,2.8585013191179502,4.1320395888936865,5.842053575703811,5.920842375062309,7.091476042386939
12,456.4136218470988,1.4779161775835823,2.477169615388476,3.66371716136302,3.9488641839063185,4.9348709960290345,6.194439448748346,6.598158699368366
13,407.6838024711778,0.5611932066861725,2.2794462375863396,2.4732978251241935,3.8805132241549587,4.425565029456481,6.552232711126661,6.146142368477998
14,436.1042283139619,0.03814213515143705,2.569004894764822,2.5848752122445213,4.1074173980336175,5.2059129497142695,6.618164609706183,6.925653335374896
15,451.1324704181584,1.347893659569804,3.2702571310463395,3.197419682917904,4.00200407250672,5.279559500398882,5.913937462788632,7.435636012885118
16,421.5342367840869,1.9379002733568176,1.9586467910365202,3.1529312746699008,3.398193226832869,5.588006362144145,5.502162357993851,6.375698772603828
17,452.94283451629263,1.207847269946217,2.222310668987462,3.1077402537933576,3.4146652188507107,5.692947297474694,6.900926248210301,7.269708899917563
18,474.3808033243456,1.080272210739859,2.948201953420174,3.484819421347327,4.588992171591811,5.098344437821316,6.272527965719849,7.164628743473583
19,419.9409783670173,1.4098803048050945,2.118790280454352,2.774238161768828,4.076249028638136,4.544509749734487,5.903238205635403,6.946781658751846
20,473.6535890169522,1.382527422998509,0.678287518175293,3.711665479954334,3.988421124525492,5.532626926549483,6.3268952533650955,7.719924389977276
21,454.1767294065843,0.5855055831194949,1.7755045326618322,3.3475387026317307,4.408579007829969,4.325659131858084,6.506171420986799,7.195166659046372
22,440.91567266677015,0.6704243446516762,1.8205464163239173,2.746574165462471,3.9426579031802405,5.4540749582464585,6.391889938982104,7.5307070659961735
23,461.78405903408685,1.3055617750279556,2.0665970053441027,3.6128417393180836,4.075550310673908,5.058323395896442,6.092978316321362,7.281131830900071
24,460.70302675687543,0.9279933262598536,1.6778790768893503,3.5314729143147967,4.1821429851467915,5.572649125598584,6.145797905328342,6.3017206123177685
25,440.5420719734526,1.6583027979317762,3.158684882923838,3.1694613018278046,4.531024749418288,4.556260763815279,5.444990874179948,7.065469951173575
26,435.14970852712656,0.6478289264356208,3.0918602209641772,2.4346859563385093,4.699579564077282,5.2485931028153905,5.848874307944796,7.024602512856011
27,397.4080711064816,1.3753049584342407,1.1855142891993538,2.279125302659886,3.642773763560668,4.754062934030733,6.137247033694255,6.944765407980471
28,453.3416813943,1.171318990684614,1.537584498257385,3.019045618909295,4.619952366200666,4.961226128732024,6.154779175816437,7.450190856208128
29,424.63540151580844,0.9367812181451828,2.5290440699249555,2.3350644303345294,3.840617401579889,6.1830437628164985,5.482248126472273,7.805165761607193
30,484.18907808122157,1.5879553859173035,1.5928323826784425,3.777750748379218,4.367969007182822,5.705177733501179,6.272671292038075,7.08782989193433
31,470.72725574572394,1.3400357664337148,1.7942207190138642,4.082459121880264,3.7090234420753725,5.011817656427121,5.9845093325930865,7.872430982688513
32,425.895280273569,0.49751642330894796,1.6058935552204379,2.624147166643769,3.403084534873798,5.3986527325068945,6.790436864084834,7.083862975852712
33,481.4488816283354,1.3201093402099235,2.704273779842037,3.8748307493347056,4.530028444334335,4.704902367056778,6.782074589280908,6.276549999075358
34,466.6306605886709,1.6874953157470995,1.963978545917993,3.144140133991136,4.948200211270396,5.090879325406671,6.204205578648192,7.063402660133214
35,429.67811506053334,0.9347776555076881,2.6276257364620936,2.9632133994728966,3.8847671759332156,3.958687791220485,6.646563471533994,7.298717813901407
36,459.89587259815414,0.8756720748075133,1.7107518385771894,3.6651245922784277,4.64235076404861,4.521807626338781,5.806585887247361,6.995083084430944
37,426.3301465439565,0.6651764261782377,2.3987451246156533,3.4231079439682706,3.7760922213493853,4.886305020740092,5.319828957749812,6.437659555753717
38,422.46752155380113,0.9931980571623245,1.8681564616993958,2.782848183704841,4.1982240677618545,4.456693680428623,5.888583184226621,7.217213752739404
39,447.2198133756182,1.343100343026455,2.0962468427476937,3.273565933807301,4.047941725573814,4.355043818255607,6.807272766718566,6.766856284923053
40,468.80150649595197,0.5911658502106262,1.7855714794877577,3.4151412595870623,3.958175745327273,6.183769042838049,6.038652305637174,7.5358978537716075
41,468.4275372253282,0.32682121963138,1.8701704689165461,4.187571360984995,3.9491567231971167,5.16059651352656,5.1846368680983215,7.966798882862204
42,423.4621321817604,0.8121250445090369,1.9543584747321658,3.2914013076598865,3.486082564153138,4.870913865334925,5.725726790208218,6.78726179183121
43,470.245873192973,0.310137510670625,2.125098979220179,3.203615713277717,4.639779898221475,4.936004224889842,6.8720952865967675,7.132106612386997
44,466.8148508530966,1.2616092206413159,2.3917757133147233,3.4475475721756323,3.6819134129433966,5.4477256882345095,6.856938692994939,7.274167559020058
45,439.44352076621277,0.7866551150030995,1.5238230634097176,2.6895595576535514,4.667704462738513,4.992049518200298,5.866256426001016,7.584498462568978
46,431.6562033337518,0.1222990777245967,1.3391724571946222,3.3695629672511154,3.720835453386151,4.927289772120577,5.646145727951963,7.184782515171195
47,418.96529024437524,0.825696242630745,2.6305654610822273,2.5038265222798275,3.756609171388256,4.556833423537591,6.760346615014287,6.929661858062268
48,484.1556949443706,0.9036925071029548,3.0201583460610926,4.192202721837409,4.3716812313620235,4.823947520882253,6.158538506281232,6.756697476604297
49,457.0552024848645,1.2245678066798584,2.4809202027464052,3.1338640641164104,4.560428247810702,4.893122975317648,6.451729929126616,6.733799989016039
50,464.68804009983165,0.9273182284228948,2.654344130372766,2.9795311321200355,4.725890419483736,5.842543546465788,6.01702665745174,6.983815406760453
